match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_stage,stadium,referee,home_managers,away_managers,data_version,shot_fidelity_version,xy_fidelity_version,season_name
3817900,2022-02-20,16:00:00.000,India - Indian Super league,2021/2022,Chennaiyin,Jamshedpur,1,4,available,unscheduled,2022-03-03T19:06:36.076838,,22,Regular Season,Tilak Maidan Stadium,Tejas Nagvenkar,Syed Sabir Pasha,Owen Columba Coyle,1.1.0,2,2,2021/2022
3817855,2022-02-19,16:00:00.000,India - Indian Super league,2021/2022,Kerala Blasters,ATK Mohun Bagan,2,2,available,unscheduled,2022-03-03T18:59:17.264264,,14,Regular Season,Tilak Maidan Stadium,Raul Gupta,Ivan Vukomanović,Juan Ferrando Fenol,1.1.0,2,2,2021/2022
3817863,2022-02-19,18:00:00.000,India - Indian Super league,2021/2022,Hyderabad,Goa,3,2,available,unscheduled,2022-03-03T18:53:21.440621,,19,Regular Season,GMC Athletic Stadium,Arumughan Rowan,Manuel Márquez Roca,Derrick Pereira,1.1.0,2,2,2021/2022
3817877,2022-02-18,16:00:00.000,India - Indian Super league,2021/2022,NorthEast United,Bengaluru,2,1,available,unscheduled,2022-03-03T18:47:39.353532,,18,Regular Season,Pandit Jawaharlal Nehru Stadium,Ramachandran Venkatesh,Khalid Ahmed Jamil,Marco Pezzaiuoli,1.1.0,2,2,2021/2022
3817901,2022-02-17,16:00:00.000,India - Indian Super league,2021/2022,Jamshedpur,Mumbai City,3,2,available,unscheduled,2022-04-14T16:50:42.280271,,14,Regular Season,GMC Athletic Stadium,Harish Kundu,Owen Columba Coyle,Des Buckingham,1.1.0,2,2,2021/2022
3817880,2022-02-16,16:00:00.000,India - Indian Super league,2021/2022,Odisha,Chennaiyin,2,2,available,unscheduled,2022-03-03T18:36:17.138398,,21,Regular Season,Tilak Maidan Stadium,Pratik Mondal,Joaquín García,Syed Sabir Pasha,1.1.0,2,2,2021/2022
3817902,2022-02-14,16:00:00.000,India - Indian Super league,2021/2022,Kerala Blasters,East Bengal,1,0,available,unscheduled,2022-12-01T19:54:42.700219,,21,Regular Season,Tilak Maidan Stadium,Aditya Purkayastha,Ivan Vukomanović,Mario Rivera Campesino,1.1.0,2,2,2021/2022
3817862,2022-02-13,16:00:00.000,India - Indian Super league,2021/2022,Mumbai City,Odisha,4,1,available,unscheduled,2022-03-03T18:24:30.321129,,22,Regular Season,Pandit Jawaharlal Nehru Stadium,Senthil Nathan,Des Buckingham,Joaquín García,1.1.0,2,2,2021/2022
3817873,2022-02-12,16:00:00.000,India - Indian Super league,2021/2022,ATK Mohun Bagan,NorthEast United,3,1,available,unscheduled,2022-03-03T18:18:17.863862,,22,Regular Season,Pandit Jawaharlal Nehru Stadium,Ramachandran Venkatesh,Juan Ferrando Fenol,Khalid Ahmed Jamil,1.1.0,2,2,2021/2022
3817869,2022-02-11,16:00:00.000,India - Indian Super league,2021/2022,Bengaluru,Hyderabad,1,2,available,unscheduled,2022-03-03T18:11:29.479253,,22,Regular Season,GMC Athletic Stadium,Tejas Nagvenkar,Marco Pezzaiuoli,Manuel Márquez Roca,1.1.0,2,2,2021/2022
3817881,2022-02-10,16:00:00.000,India - Indian Super league,2021/2022,Jamshedpur,Kerala Blasters,3,0,available,unscheduled,2022-04-03T18:07:32.891923,,18,Regular Season,GMC Athletic Stadium,Ashwin Mohanlal Kanojia,Owen Columba Coyle,Ivan Vukomanović,1.1.0,2,2,2021/2022
3817895,2022-02-09,16:00:00.000,India - Indian Super league,2021/2022,Chennaiyin,Goa,0,5,available,unscheduled,2022-03-03T18:01:50.452351,,18,Regular Season,Tilak Maidan Stadium,Crystal John,Božidar Bandović,Derrick Pereira,1.1.0,2,2,2021/2022
3817884,2022-02-08,16:00:00.000,India - Indian Super league,2021/2022,Hyderabad,ATK Mohun Bagan,1,2,available,unscheduled,2022-03-03T17:55:11.372765,,17,Regular Season,GMC Athletic Stadium,Harish Kundu,Manuel Márquez Roca,Juan Ferrando Fenol,1.1.0,2,2,2021/2022
3817896,2022-02-07,16:00:00.000,India - Indian Super league,2021/2022,East Bengal,Odisha,1,2,available,unscheduled,2022-03-03T17:49:12.742614,,17,Regular Season,Tilak Maidan Stadium,Arumughan Rowan,Mario Rivera Campesino,Joaquín García,1.1.0,2,2,2021/2022
3817852,2022-02-06,16:00:00.000,India - Indian Super league,2021/2022,Chennaiyin,Mumbai City,0,1,available,unscheduled,2022-03-03T17:43:24.493733,,17,Regular Season,Pandit Jawaharlal Nehru Stadium,Aditya Purkayastha,Božidar Bandović,Des Buckingham,1.1.0,2,2,2021/2022
3817883,2022-02-05,16:00:00.000,India - Indian Super league,2021/2022,Bengaluru,Jamshedpur,3,1,available,unscheduled,2022-03-03T17:38:12.405606,,17,Regular Season,GMC Athletic Stadium,Coimbatore Ramaswamy Srikrishna,Marco Pezzaiuoli,Owen Columba Coyle,1.1.0,2,2,2021/2022
3817886,2022-02-04,16:00:00.000,India - Indian Super league,2021/2022,Kerala Blasters,NorthEast United,2,1,available,unscheduled,2022-03-03T17:33:11.361949,,17,Regular Season,Tilak Maidan Stadium,Pratik Mondal,Ivan Vukomanović,Khalid Ahmed Jamil,1.1.0,2,2,2021/2022
3817864,2022-02-03,16:00:00.000,India - Indian Super league,2021/2022,Mumbai City,ATK Mohun Bagan,1,1,available,unscheduled,2022-03-03T17:27:42.794436,,16,Regular Season,Pandit Jawaharlal Nehru Stadium,Raul Gupta,Des Buckingham,Juan Ferrando Fenol,1.1.0,2,2,2021/2022
3817882,2022-02-02,16:00:00.000,India - Indian Super league,2021/2022,East Bengal,Chennaiyin,2,2,available,unscheduled,2022-04-03T18:02:38.565934,,16,Regular Season,Tilak Maidan Stadium,Ashwin Mohanlal Kanojia,Mario Rivera Campesino,Božidar Bandović,1.1.0,2,2,2021/2022
3817894,2022-02-01,16:00:00.000,India - Indian Super league,2021/2022,Goa,Odisha,1,1,available,unscheduled,2022-03-03T17:14:42.699299,,16,Regular Season,GMC Athletic Stadium,Senthil Nathan,Derrick Pereira,Joaquín García,1.1.0,2,2,2021/2022
3817871,2022-01-31,16:00:00.000,India - Indian Super league,2021/2022,NorthEast United,Hyderabad,0,5,available,unscheduled,2022-03-03T17:08:36.145458,,16,Regular Season,Pandit Jawaharlal Nehru Stadium,Ramachandran Venkatesh,Khalid Ahmed Jamil,Manuel Márquez Roca,1.1.0,2,2,2021/2022
3817861,2022-01-30,16:00:00.000,India - Indian Super league,2021/2022,Kerala Blasters,Bengaluru,0,1,available,unscheduled,2022-03-03T17:03:02.911228,,16,Regular Season,Tilak Maidan Stadium,Harish Kundu,Ivan Vukomanović,Marco Pezzaiuoli,1.1.0,2,2,2021/2022
3817888,2022-01-29,16:00:00.000,India - Indian Super league,2021/2022,ATK Mohun Bagan,East Bengal,3,1,available,unscheduled,2022-04-03T17:55:40.935153,,15,Regular Season,Pandit Jawaharlal Nehru Stadium,Crystal John,Juan Ferrando Fenol,Mario Rivera Campesino,1.1.0,2,2,2021/2022
3817875,2022-01-28,16:00:00.000,India - Indian Super league,2021/2022,Jamshedpur,Goa,1,0,available,unscheduled,2022-12-01T19:55:45.397358,,15,Regular Season,GMC Athletic Stadium,Aditya Purkayastha,Owen Columba Coyle,Derrick Pereira,1.1.0,2,2,2021/2022
3817868,2022-01-26,16:00:00.000,India - Indian Super league,2021/2022,Bengaluru,Chennaiyin,3,0,available,unscheduled,2022-03-03T16:45:45.230435,,15,Regular Season,GMC Athletic Stadium,Pratik Mondal,Marco Pezzaiuoli,Božidar Bandović,1.1.0,2,2,2021/2022
3817867,2022-01-25,16:00:00.000,India - Indian Super league,2021/2022,Mumbai City,NorthEast United,1,1,available,unscheduled,2022-03-03T16:39:30.638591,,15,Regular Season,Pandit Jawaharlal Nehru Stadium,Arumughan Rowan,Des Buckingham,Khalid Ahmed Jamil,1.1.0,2,2,2021/2022
3813313,2022-01-23,18:00:00.000,India - Indian Super league,2021/2022,ATK Mohun Bagan,Odisha,0,0,available,unscheduled,2022-12-01T19:53:06.025959,,11,Regular Season,Pandit Jawaharlal Nehru Stadium,Harish Kundu,Juan Ferrando Fenol,Joaquín García,1.1.0,2,2,2021/2022
3817890,2022-01-14,16:00:00.000,India - Indian Super league,2021/2022,Goa,NorthEast United,1,1,available,unscheduled,2022-03-03T16:21:22.380186,,12,Regular Season,GMC Athletic Stadium,Ramachandran Venkatesh,Derrick Pereira,Khalid Ahmed Jamil,1.1.0,2,2,2021/2022
3813302,2022-01-06,16:00:00.000,India - Indian Super league,2021/2022,Jamshedpur,NorthEast United,3,2,available,unscheduled,2022-03-03T16:15:12.977402,,11,Regular Season,GMC Athletic Stadium,Arumughan Rowan,Owen Columba Coyle,Khalid Ahmed Jamil,1.1.0,2,2,2021/2022
3817857,2022-03-01,16:00:00.000,India - Indian Super league,2021/2022,Hyderabad,Jamshedpur,0,3,available,unscheduled,2022-03-03T15:58:49.012448,,13,Regular Season,GMC Athletic Stadium,Ramachandran Venkatesh,Manuel Márquez Roca,Owen Columba Coyle,1.1.0,2,2,2021/2022
3817898,2022-02-26,18:00:00.000,India - Indian Super league,2021/2022,Goa,Mumbai City,0,2,available,unscheduled,2022-04-03T18:49:25.763890,,20,Regular Season,GMC Athletic Stadium,Raul Gupta,Derrick Pereira,Des Buckingham,1.1.0,2,2,2021/2022
3817893,2022-02-28,16:00:00.000,India - Indian Super league,2021/2022,East Bengal,NorthEast United,1,1,available,unscheduled,2022-04-03T19:01:37.549368,,19,Regular Season,Tilak Maidan Stadium,Tejas Nagvenkar,Mario Rivera Campesino,Khalid Ahmed Jamil,1.1.0,2,2,2021/2022
3817854,2022-02-27,16:00:00.000,India - Indian Super league,2021/2022,ATK Mohun Bagan,Bengaluru,2,0,available,unscheduled,2022-04-03T18:55:16.963161,,13,Regular Season,Pandit Jawaharlal Nehru Stadium,Harish Kundu,Juan Ferrando Fenol,Marco Pezzaiuoli,1.1.0,2,2,2021/2022
3817892,2022-02-24,16:00:00.000,India - Indian Super league,2021/2022,Odisha,ATK Mohun Bagan,1,1,available,unscheduled,2022-04-03T18:31:12.408826,,18,Regular Season,Tilak Maidan Stadium,Aditya Purkayastha,Joaquín García,Juan Ferrando Fenol,1.1.0,2,2,2021/2022
3817859,2022-02-25,16:00:00.000,India - Indian Super league,2021/2022,NorthEast United,Jamshedpur,2,3,available,unscheduled,2022-04-03T18:36:59.424099,,21,Regular Season,Pandit Jawaharlal Nehru Stadium,Arumughan Rowan,Khalid Ahmed Jamil,Owen Columba Coyle,1.1.0,2,2,2021/2022
3817858,2022-02-26,16:00:00.000,India - Indian Super league,2021/2022,Kerala Blasters,Chennaiyin,3,0,available,unscheduled,2022-04-03T18:43:15.488809,,19,Regular Season,Tilak Maidan Stadium,Pratik Mondal,Ivan Vukomanović,Syed Sabir Pasha,1.1.0,2,2,2021/2022
3817897,2022-02-23,16:00:00.000,India - Indian Super league,2021/2022,Hyderabad,Kerala Blasters,2,1,available,unscheduled,2022-04-14T16:56:32.005086,,20,Regular Season,GMC Athletic Stadium,Harish Kundu,Manuel Márquez Roca,Ivan Vukomanović,1.1.0,2,2,2021/2022
3817885,2022-02-22,16:00:00.000,India - Indian Super league,2021/2022,Mumbai City,East Bengal,1,0,available,unscheduled,2022-04-17T14:11:24.386459,,18,Regular Season,Pandit Jawaharlal Nehru Stadium,Ashwin Mohanlal Kanojia,Des Buckingham,Mario Rivera Campesino,1.1.0,2,2,2021/2022
3817878,2022-01-24,16:00:00.000,India - Indian Super league,2021/2022,East Bengal,Hyderabad,0,4,available,unscheduled,2022-03-03T16:33:56.719050,,14,Regular Season,Tilak Maidan Stadium,Raul Gupta,Mario Rivera Campesino,Manuel Márquez Roca,1.1.0,2,2,2021/2022
3817876,2022-01-22,16:00:00.000,India - Indian Super league,2021/2022,Chennaiyin,NorthEast United,2,1,available,unscheduled,2022-12-01T19:52:13.523067,,14,Regular Season,Pandit Jawaharlal Nehru Stadium,Crystal John,Božidar Bandović,Khalid Ahmed Jamil,1.1.0,2,2,2021/2022
3813305,2022-01-09,16:00:00.000,India - Indian Super league,2021/2022,Kerala Blasters,Hyderabad,1,0,available,unscheduled,2022-12-01T19:48:38.749934,,11,Regular Season,Tilak Maidan Stadium,Pranjal Banerji,Ivan Vukomanović,Manuel Márquez Roca,1.1.0,2,2,2021/2022
3813266,2022-01-08,18:00:00.000,India - Indian Super league,2021/2022,Goa,Chennaiyin,1,0,available,unscheduled,2022-02-19T22:05:26.473260,,11,Regular Season,GMC Athletic Stadium,Pratik Mondal,Derrick Pereira,Božidar Bandović,1.1.0,2,2,2021/2022
3813271,2022-01-02,16:00:00.000,India - Indian Super league,2021/2022,Kerala Blasters,Goa,2,2,available,unscheduled,2022-01-05T20:57:40.202554,,10,Regular Season,Tilak Maidan Stadium,Coimbatore Ramaswamy Srikrishna,Ivan Vukomanović,Derrick Pereira,1.1.0,2,2,2021/2022
3813311,2022-01-02,18:00:00.000,India - Indian Super league,2021/2022,Jamshedpur,Chennaiyin,0,1,available,unscheduled,2022-02-19T21:38:13.781424,,10,Regular Season,GMC Athletic Stadium,Pranjal Banerji,Owen Columba Coyle,Božidar Bandović,1.1.0,2,2,2021/2022
3813303,2021-12-29,16:00:00.000,India - Indian Super league,2021/2022,ATK Mohun Bagan,Goa,2,1,available,unscheduled,2022-01-05T20:47:30.125122,,9,Regular Season,Pandit Jawaharlal Nehru Stadium,Crystal John,Juan Ferrando Fenol,Derrick Pereira,1.1.0,2,2,2021/2022
3813304,2021-12-23,16:00:00.000,India - Indian Super league,2021/2022,Hyderabad,East Bengal,1,1,available,unscheduled,2022-01-05T20:33:08.204792,,8,Regular Season,GMC Athletic Stadium,Aditya Purkayastha,Manuel Márquez Roca,José Manuel Díaz Fernández,1.1.0,2,2,2021/2022
3813306,2021-12-21,16:00:00.000,India - Indian Super league,2021/2022,NorthEast United,ATK Mohun Bagan,2,3,available,unscheduled,2022-01-05T20:28:42.228277,,8,Regular Season,Pandit Jawaharlal Nehru Stadium,Harish Kundu,Khalid Ahmed Jamil,Juan Ferrando Fenol,1.1.0,2,2,2021/2022
3813283,2021-12-30,16:00:00.000,India - Indian Super league,2021/2022,Chennaiyin,Bengaluru,2,4,available,unscheduled,2023-02-24T03:47:44.181716,,9,Regular Season,Tilak Maidan Stadium,Raul Gupta,Božidar Bandović,Marco Pezzaiuoli,1.1.0,2,2,2021/2022
3813275,2021-12-26,16:00:00.000,India - Indian Super league,2021/2022,Kerala Blasters,Jamshedpur,1,1,available,unscheduled,2022-01-05T20:37:43.170238,,9,Regular Season,Tilak Maidan Stadium,Pratik Mondal,Ivan Vukomanović,Owen Columba Coyle,1.1.0,2,2,2021/2022
3813278,2021-12-22,16:00:00.000,India - Indian Super league,2021/2022,Chennaiyin,Kerala Blasters,0,3,available,unscheduled,2021-12-25T19:13:10.524641,,8,Regular Season,Tilak Maidan Stadium,Crystal John,Božidar Bandović,Ivan Vukomanović,1.1.0,2,2,2021/2022
3813295,2021-12-28,16:00:00.000,India - Indian Super league,2021/2022,Hyderabad,Odisha,6,1,available,unscheduled,2022-02-19T21:27:32.706703,,9,Regular Season,GMC Athletic Stadium,Ashwin Mohanlal Kanojia,Manuel Márquez Roca,Francisco Ramírez González,1.1.0,2,2,2021/2022
3813296,2021-11-25,16:00:00.000,India - Indian Super league,2021/2022,NorthEast United,Kerala Blasters,0,0,available,unscheduled,2021-12-21T20:53:19.452660,,2,Regular Season,Pandit Jawaharlal Nehru Stadium,,Khalid Ahmed Jamil,Ivan Vukomanović,1.1.0,2,2,2021/2022
3813282,2021-12-19,16:00:00.000,India - Indian Super league,2021/2022,Mumbai City,Kerala Blasters,0,3,available,unscheduled,2022-01-05T20:22:12.488795,,7,Regular Season,Pandit Jawaharlal Nehru Stadium,Pranjal Banerji,Des Buckingham,Ivan Vukomanović,1.1.0,2,2,2021/2022
3813269,2021-12-14,16:00:00.000,India - Indian Super league,2021/2022,Odisha,Jamshedpur,0,4,available,unscheduled,2021-12-25T18:50:25.161583,,6,Regular Season,Tilak Maidan Stadium,Coimbatore Ramaswamy Srikrishna,Francisco Ramírez González,Owen Columba Coyle,1.1.0,2,2,2021/2022
3817879,2022-01-13,16:00:00.000,India - Indian Super league,2021/2022,Chennaiyin,Hyderabad,1,1,available,unscheduled,2022-12-01T19:51:20.992369,,12,Regular Season,Pandit Jawaharlal Nehru Stadium,Raul Gupta,Božidar Bandović,Manuel Márquez Roca,1.1.0,2,2,2021/2022
3817874,2022-01-23,16:00:00.000,India - Indian Super league,2021/2022,Bengaluru,Goa,1,1,available,unscheduled,2022-02-19T22:58:16.581351,,14,Regular Season,GMC Athletic Stadium,Pranjal Banerji,Marco Pezzaiuoli,Derrick Pereira,1.1.0,2,2,2021/2022
3817865,2022-01-18,16:00:00.000,India - Indian Super league,2021/2022,NorthEast United,Odisha,0,2,available,unscheduled,2022-02-19T22:40:24.501047,,13,Regular Season,Pandit Jawaharlal Nehru Stadium,Ashwin Mohanlal Kanojia,Khalid Ahmed Jamil,Francisco Ramírez González,1.1.0,2,2,2021/2022
3817860,2022-01-27,16:00:00.000,India - Indian Super league,2021/2022,Odisha,Hyderabad,2,3,available,unscheduled,2022-02-19T23:05:46.316803,,15,Regular Season,Tilak Maidan Stadium,Coimbatore Ramaswamy Srikrishna,Joaquín García,Manuel Márquez Roca,1.1.0,2,2,2021/2022
3817853,2022-01-19,16:00:00.000,India - Indian Super league,2021/2022,Goa,East Bengal,1,2,available,unscheduled,2022-02-19T22:46:04.536018,,13,Regular Season,GMC Athletic Stadium,Aditya Purkayastha,Derrick Pereira,Mario Rivera Campesino,1.1.0,2,2,2021/2022
3817851,2022-01-12,16:00:00.000,India - Indian Super league,2021/2022,Odisha,Kerala Blasters,0,2,available,unscheduled,2022-02-19T22:27:48.516824,,12,Regular Season,Tilak Maidan Stadium,Senthil Nathan,Francisco Ramírez González,Ivan Vukomanović,1.1.0,2,2,2021/2022
3817850,2022-01-11,16:00:00.000,India - Indian Super league,2021/2022,Jamshedpur,East Bengal,1,0,available,unscheduled,2022-02-19T22:21:37.157415,,12,Regular Season,GMC Athletic Stadium,Crystal John,Owen Columba Coyle,Mario Rivera Campesino,1.1.0,2,2,2021/2022
3817849,2022-01-10,16:00:00.000,India - Indian Super league,2021/2022,Mumbai City,Bengaluru,0,3,available,unscheduled,2022-02-19T22:16:45.168159,,12,Regular Season,Pandit Jawaharlal Nehru Stadium,Coimbatore Ramaswamy Srikrishna,Des Buckingham,Marco Pezzaiuoli,1.1.0,2,2,2021/2022
3817848,2022-02-15,16:00:00.000,India - Indian Super league,2021/2022,Goa,ATK Mohun Bagan,0,2,available,unscheduled,2022-02-16T11:30:33.411173,,21,Regular Season,GMC Athletic Stadium,Crystal John,Derrick Pereira,Juan Ferrando Fenol,1.1.0,2,2,2021/2022
3813318,2021-12-27,16:00:00.000,India - Indian Super league,2021/2022,NorthEast United,Mumbai City,3,3,available,unscheduled,2022-12-01T19:47:56.417429,,9,Regular Season,Pandit Jawaharlal Nehru Stadium,Arumughan Rowan,Khalid Ahmed Jamil,Des Buckingham,1.1.0,2,2,2021/2022
3813287,2021-12-16,16:00:00.000,India - Indian Super league,2021/2022,Bengaluru,ATK Mohun Bagan,3,3,available,unscheduled,2022-12-01T19:47:10.085720,,7,Regular Season,GMC Athletic Stadium,Crystal John,Marco Pezzaiuoli,Antonio López Habas,1.1.0,2,2,2021/2022
3813270,2021-11-22,16:00:00.000,India - Indian Super league,2021/2022,Mumbai City,Goa,3,0,available,unscheduled,2021-12-21T20:39:54.869445,,1,Regular Season,Pandit Jawaharlal Nehru Stadium,Arumughan Rowan,Des Buckingham,Juan Ferrando Fenol,1.1.0,2,2,2021/2022
3813307,2021-12-20,16:00:00.000,India - Indian Super league,2021/2022,Jamshedpur,Bengaluru,0,0,available,unscheduled,2023-02-24T22:05:57.606478,,8,Regular Season,GMC Athletic Stadium,Senthil Nathan,Owen Columba Coyle,Marco Pezzaiuoli,1.1.0,2,2,2021/2022
3813279,2021-12-18,16:00:00.000,India - Indian Super league,2021/2022,Chennaiyin,Odisha,2,1,available,unscheduled,2023-02-24T05:03:33.136605,,7,Regular Season,Tilak Maidan Stadium,Pratik Mondal,Božidar Bandović,Francisco Ramírez González,1.1.0,2,2,2021/2022
3813281,2021-12-11,16:00:00.000,India - Indian Super league,2021/2022,ATK Mohun Bagan,Chennaiyin,1,1,available,unscheduled,2021-12-18T23:29:19.934166,,5,Regular Season,Pandit Jawaharlal Nehru Stadium,Raul Gupta,Antonio López Habas,Božidar Bandović,1.1.0,2,2,2021/2022
3813274,2021-12-04,18:00:00.000,India - Indian Super league,2021/2022,Bengaluru,Mumbai City,1,3,available,unscheduled,2022-12-01T19:46:28.726444,,4,Regular Season,GMC Athletic Stadium,Pranjal Banerji,Marco Pezzaiuoli,Des Buckingham,1.1.0,2,2,2021/2022
3813285,2021-12-11,18:00:00.000,India - Indian Super league,2021/2022,Goa,Bengaluru,2,1,available,unscheduled,2021-12-21T22:18:34.773660,,6,Regular Season,GMC Athletic Stadium,Pranjal Banerji,Juan Ferrando Fenol,Marco Pezzaiuoli,1.1.0,2,2,2021/2022
3813317,2021-11-30,16:00:00.000,India - Indian Super league,2021/2022,Odisha,East Bengal,6,4,available,unscheduled,2021-12-21T21:21:29.224454,,3,Regular Season,Tilak Maidan Stadium,Harish Kundu,Francisco Ramírez González,José Manuel Díaz Fernández,1.1.0,2,2,2021/2022
3813316,2021-12-04,16:00:00.000,India - Indian Super league,2021/2022,NorthEast United,Goa,2,1,available,unscheduled,2021-12-21T21:45:03.837327,,4,Regular Season,Pandit Jawaharlal Nehru Stadium,Raul Gupta,Khalid Ahmed Jamil,Juan Ferrando Fenol,1.1.0,2,2,2021/2022
3813315,2021-11-26,16:00:00.000,India - Indian Super league,2021/2022,Goa,Jamshedpur,1,3,available,unscheduled,2021-12-21T20:57:46.820691,,2,Regular Season,GMC Athletic Stadium,Senthil Nathan,Juan Ferrando Fenol,Owen Columba Coyle,1.1.0,2,2,2021/2022
3813314,2021-11-19,16:00:00.000,India - Indian Super league,2021/2022,ATK Mohun Bagan,Kerala Blasters,4,2,available,unscheduled,2022-12-01T19:44:23.232260,,1,Regular Season,Pandit Jawaharlal Nehru Stadium,Harish Kundu,Antonio López Habas,Ivan Vukomanović,1.1.0,2,2,2021/2022
3813312,2021-12-01,16:00:00.000,India - Indian Super league,2021/2022,ATK Mohun Bagan,Mumbai City,1,5,available,unscheduled,2021-12-21T21:26:32.164120,,3,Regular Season,Pandit Jawaharlal Nehru Stadium,Coimbatore Ramaswamy Srikrishna,Antonio López Habas,Des Buckingham,1.1.0,2,2,2021/2022
3813310,2021-12-12,16:00:00.000,India - Indian Super league,2021/2022,East Bengal,Kerala Blasters,1,1,available,unscheduled,2021-12-25T18:40:37.392860,,6,Regular Season,Tilak Maidan Stadium,Ramachandran Venkatesh,José Manuel Díaz Fernández,Ivan Vukomanović,1.1.0,2,2,2021/2022
3813309,2021-11-23,16:00:00.000,India - Indian Super league,2021/2022,Hyderabad,Chennaiyin,0,1,available,unscheduled,2023-03-31T02:14:09.896947,,1,Regular Season,GMC Athletic Stadium,Pranjal Banerji,Manuel Márquez Roca,Božidar Bandović,1.1.0,2,2,2021/2022
3813308,2021-12-24,16:00:00.000,India - Indian Super league,2021/2022,Odisha,Goa,1,1,available,unscheduled,2022-02-19T21:22:29.984793,,8,Regular Season,Tilak Maidan Stadium,Coimbatore Ramaswamy Srikrishna,Francisco Ramírez González,Derrick Pereira,1.1.0,2,2,2021/2022
3813301,2021-12-10,16:00:00.000,India - Indian Super league,2021/2022,Odisha,NorthEast United,1,0,available,unscheduled,2022-01-05T20:17:18.289800,,5,Regular Season,Tilak Maidan Stadium,Senthil Nathan,Francisco Ramírez González,Khalid Ahmed Jamil,1.1.0,2,2,2021/2022
3813300,2021-12-05,16:00:00.000,India - Indian Super league,2021/2022,Kerala Blasters,Odisha,2,1,available,unscheduled,2021-12-21T21:50:16.914676,,4,Regular Season,Tilak Maidan Stadium,Ramachandran Venkatesh,Ivan Vukomanović,Francisco Ramírez González,1.1.0,2,2,2021/2022
3813299,2021-12-08,16:00:00.000,India - Indian Super league,2021/2022,Hyderabad,Bengaluru,1,0,available,unscheduled,2021-12-21T22:04:16.908108,,5,Regular Season,GMC Athletic Stadium,Harish Kundu,Manuel Márquez Roca,Marco Pezzaiuoli,1.1.0,2,2,2021/2022
3813298,2021-11-21,16:00:00.000,India - Indian Super league,2021/2022,East Bengal,Jamshedpur,1,1,available,unscheduled,2021-11-27T01:16:01.985130,,1,Regular Season,Tilak Maidan Stadium,Crystal John,José Manuel Díaz Fernández,Owen Columba Coyle,1.1.0,2,2,2021/2022
3813297,2021-11-20,16:00:00.000,India - Indian Super league,2021/2022,Bengaluru,NorthEast United,4,2,available,unscheduled,2023-02-24T05:26:35.972093,,1,Regular Season,GMC Athletic Stadium,Raul Gupta,Marco Pezzaiuoli,Khalid Ahmed Jamil,1.1.0,2,2,2021/2022
3813294,2021-11-29,16:00:00.000,India - Indian Super league,2021/2022,NorthEast United,Chennaiyin,1,2,available,unscheduled,2021-12-21T21:16:21.120677,,3,Regular Season,Pandit Jawaharlal Nehru Stadium,Ashwin Mohanlal Kanojia,Khalid Ahmed Jamil,Božidar Bandović,1.1.0,2,2,2021/2022
3813293,2022-01-04,16:00:00.000,India - Indian Super league,2021/2022,Bengaluru,East Bengal,1,1,available,unscheduled,2023-02-24T03:48:48.444992,,10,Regular Season,GMC Athletic Stadium,Harish Kundu,Marco Pezzaiuoli,Mario Rivera Campesino,1.1.0,2,2,2021/2022
3813292,2021-11-28,16:00:00.000,India - Indian Super league,2021/2022,Bengaluru,Kerala Blasters,1,1,available,unscheduled,2023-02-24T22:05:01.352443,,3,Regular Season,GMC Athletic Stadium,Pranjal Banerji,Marco Pezzaiuoli,Ivan Vukomanović,1.1.0,2,2,2021/2022
3813291,2021-11-27,16:00:00.000,India - Indian Super league,2021/2022,East Bengal,ATK Mohun Bagan,0,3,available,unscheduled,2021-12-21T21:06:50.075290,,2,Regular Season,Tilak Maidan Stadium,Raul Gupta,José Manuel Díaz Fernández,Antonio López Habas,1.1.0,2,2,2021/2022
3813290,2021-12-13,16:00:00.000,India - Indian Super league,2021/2022,Hyderabad,NorthEast United,5,1,available,unscheduled,2021-12-25T18:45:29.010269,,6,Regular Season,GMC Athletic Stadium,Ashwin Mohanlal Kanojia,Manuel Márquez Roca,Khalid Ahmed Jamil,1.1.0,2,2,2021/2022
3813289,2021-11-24,16:00:00.000,India - Indian Super league,2021/2022,Odisha,Bengaluru,3,1,available,unscheduled,2022-12-01T19:45:11.307685,,2,Regular Season,Tilak Maidan Stadium,Ramachandran Venkatesh,Francisco Ramírez González,Marco Pezzaiuoli,1.1.0,2,2,2021/2022
3813288,2021-12-02,16:00:00.000,India - Indian Super league,2021/2022,Jamshedpur,Hyderabad,1,1,available,unscheduled,2022-12-01T19:45:48.473179,,3,Regular Season,GMC Athletic Stadium,Pratik Mondal,Owen Columba Coyle,Manuel Márquez Roca,1.1.0,2,2,2021/2022
3813286,2021-12-15,16:00:00.000,India - Indian Super league,2021/2022,Mumbai City,Chennaiyin,1,0,available,unscheduled,2022-02-19T21:05:06.111449,,6,Regular Season,Pandit Jawaharlal Nehru Stadium,Arumughan Rowan,Des Buckingham,Božidar Bandović,1.1.0,2,2,2021/2022
3813284,2021-12-09,16:00:00.000,India - Indian Super league,2021/2022,Mumbai City,Jamshedpur,4,2,available,unscheduled,2021-12-21T22:09:13.201473,,5,Regular Season,Pandit Jawaharlal Nehru Stadium,Aditya Purkayastha,Des Buckingham,Owen Columba Coyle,1.1.0,2,2,2021/2022
